"","Acinar_cells","Ductal_terminal_ductal_like","Ductal_CRISP3_high-centroacinar_like","Cancer_clone_A","Ductal_MHC_Class_II","Cancer_clone_B","mDCs_A","Ductal_APOL1_high-hypoxic","Tuft_cells","mDCs_B","pDCs","Endocrine_cells","Endothelial_cells","Macrophages_A","Mast_cells","Macrophages_B","T_cells_&_NK_cells","Monocytes","RBCs","Fibroblasts"
"ISLR",0,0.082038551544883,0,0,0,0.281328814367303,0.414782458671726,0,0,0,0,0,0,0,0,0,0,0,0,1.3758154915237
"ITGAL",0,0.0634106782094692,0.0636164873620048,0,0,0,0.302549616930133,0,0,0.419602466854062,0.558951583564614,0,0,0.359951495327221,0,0.445750145658075,1.18078695080834,0.650359787376154,0,0
"JCHAIN",0,0,0,0,0,0,0,0.0918467279309129,0,0,1.42305809479976,0,0,0,0,0,0,0,0,0.720451515684354
"JUND",0.856306304397619,1.00119678876858,0.939565898605534,1.03673855281759,0.93548444344969,1.10987015403179,1.00813659061961,0.806231228823585,0.766115734766809,1.10314107187294,1.32626202397591,1.22060574756564,1.34185020233908,1.2314726987932,0.83758528053458,1.17220201204845,1.50366776299362,1.51243834203626,0.574210019937027,1.13300833460402
"JUP",0.166741332803949,1.01926987398303,0.972958325586664,1.01400186282473,1.05685976322638,1.16276532367783,0.597766210857305,1.06871843817945,1.14253996479033,0.526896096689327,0.645703903728526,1.11596305878258,0.912564941556624,0.732178703740709,0.533734643799594,1.00320250652325,0.345829470173594,0.483038225371938,0.46097373621932,0.73725403178872
"KCNA5",0,0,0,0,0,0,0,0,0,0,0.702585043299884,0,0,0,0,0,0,0,0,0
"KCNB2",0,0,0,0,0,0,0,0.0974521087764979,0.657713007496361,0,0,0,0,0,0,0,0,0,0,0
"KCNK3",0.842684742392712,0.0939539693546663,0.083766531814778,0.130918875401332,0.0774419401000026,0,0,0.0795676284713466,0,0,0,0,0,0,0,0,0,0,0,0
"KDR",0,0,0,0,0,0,0,0.105285872597419,0,0,0,0,0.91541017945718,0,0,0,0,0,0,0
"KIF1A",0.313841760088247,0.0975501479553059,0,0,0,0,0,0,0,0,0,1.22777069143698,0,0,0,0,0,0,0,0
"KIR2DL3",0,0.0859364679232656,0,0,0,0,0,0,0,0,0,0,0,0.27774880609744,0,0,0.971252250563525,0,0,0
"KIR2DL4",0,0.0915277716659448,0,0,0,0,0,0,0,0,0,0,0,0.341257397188294,0,0,1.12469612133323,0.515238755551684,0,0
"KIR3DL1",0,0.0638927793461227,0,0,0,0,0,0,0,0,0,0,0,0.27774880609744,0,0,0.999681384395493,0.515238755551684,0,0
"KIT",0,0,0,0,0.0797679988039229,0.0950387515931896,0.473074717953745,0.192518411651472,1.12898946363957,0,0,0,0,0,0.567978166186252,0,0.41706515575636,0,0,0
"KLF2",0,1.02025303804227,0.987952838360101,0.873894704433903,1.06380815054279,1.11842153665923,0.400540848706527,1.08253016407747,0.526745626837849,0.90296560675894,0.682936238390824,0,1.3405516775136,1.00468917568291,0.954833732565625,1.06388967458933,0.904909313500194,1.39569735971418,0,0.919205812083892
"KLK1",0.962393016593898,0.208306940488844,0.105100061050302,0.216473436987688,0.178643843056521,0,0,0.144871604049857,0,0,0,0,0,0,0,0,0,0,0,0
"KLRB1",0,0.0578132272466308,0.0510507689742408,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27669035555419,0,0,0
"KLRC1",0,0.0638927793461227,0.0819730372775892,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25840427517474,0,0,0
"KLRC2",0,0.0778725895917301,0.0819730372775892,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23598123518965,0,0,0
"KRT1",0,0.0723985125784387,0,0,0,0.089939473001346,0,0,0,0,0,0,0,0,0.928455110926959,0,0,0,0.825814698162416,0
"KRT16",0,0.750159057534923,0.26219802285819,0.833815213056805,0.538241096544753,1.12753010510459,0.35714843845193,0.611035590251166,0,0.385907931462153,0,0,0.624747663915927,0,0.329821222665388,0,0,0.452673129659977,0,0
"KRT17",0,0.971723044963971,0.456054409727834,0.98759836526572,0.918954048233989,0.712192933992025,0,1.07055599906545,0.383937663732496,0,0.508709597826132,0,1.01064327050848,0.372589344745338,0,0.424737010118849,0.579590942612506,0,0.426947896270648,0
"KRT18",0.690138316481854,0.949657310968446,1.02314133414347,1.02893888617782,1.03427079340823,1.12089707337394,0.604141540373705,1.02398359246513,1.03498966767991,0.253846181204872,0,1.15995189571547,0.452008647248068,0,0,0,0.317701057635722,0.526926936185212,0.574210019937027,0
"KRT19",0,0.677421432395912,0.823343116891636,0.914698789506358,0.742338540210852,0.688345406582621,0.636549852810426,0.584444239983724,0.36303526847799,0.359520056017421,0.752528696934337,1.11680341927406,0.967857537305642,0.592212542039176,0.587040157698629,0.700285668275568,0.473646272801467,0.483038225371938,0.885237375976364,0
"KRT8",0.707855897092489,0.654365814265707,0.876369689746092,0.964100579251503,0.846190005918564,0.986103029191667,0,0.737576637946138,0.768967007910767,0.254365766480436,0.490308093154871,0,0.550948646301013,0.423767821574679,0.411441647908334,0.331274262742781,0.390336576170545,0,0,0
"KRT86",0,0.0793557021070909,0.064797834038767,0,0.109518229875721,0,0,0.215773500090108,0,0,0,0,0,0,0,0,1.25939086932617,0,0,0
"LAIR1",0,0,0.0550579799101002,0,0,0,0.962692940426596,0,0,1.12199982359534,0.767021107392295,0,0,1.08602858627409,0.882287952558324,0.839223780284879,0.670574061995278,0.791735794559929,0,0
"LAMC2",0,0.904289487877655,0.751712811656149,1.03272919671406,0.858815077466302,1.15919954996476,0,1.01890772737937,0.601033779434562,0,0,0,0,0.306347021896469,0.531882989052407,0.331274262742781,0.337503490372185,0,0.415816151082969,0
"LAX1",0,0,0,0,0,0,0,0.0795676284713466,0,0,0,0,0,0,0.742129499957186,0,0,0,0,0
"LCK",0,0.0578132272466308,0.0921325818325823,0.174525882931883,0.0653601610154075,0.348246567572151,0,0,0.314289804691531,0,0,0,0,0,0,0,1.32540657323088,0,0,0
"LDHB",0.92466510965132,1.00321884505163,0.354981176780101,0.170620368181702,0.968237956178819,0.11309776172215,0.89200518032072,0.71459008784806,0.81215198744338,0.988560087416791,1.23281422491134,0,0.962517863037343,0.749290933078431,0.980515847859952,0.693140450095875,1.36723495382323,0,0,0.523820702460173
"LETM2",0,0.190099806038637,0.180694393441863,0.683045915093132,0.193206060675786,0.480583137913128,0,0.2016597709212,0.378091710127182,0,0,0,0,0,0,0,0,0,0.341777773194254,0
"LGALS3BP",0.435655776203083,0.923053763680835,1.0190797728559,1.0313954100966,0.918887629868,1.03822691255992,1.00475471129771,0.95258254690118,1.11929583565025,1.08560698068014,0.416388193268335,1.16954588345109,0.768393491840142,1.17961452428552,0.484366967938459,0.541975121208897,0.351366314794595,0,0.46097373621932,1.34811476147752
"LHFPL4",0,0,0,0,0,0,0,0,0,0,0,0.702555021732231,0,0,0,0,0,0,0,0
"LILRA4",0,0.04984351192381,0,0,0,0,0,0,0,0,1.35928776869408,0,0,0.356030679137173,0,0.331274262742781,0,0.429845596043443,0,0
"LILRA5",0,0.04984351192381,0.056042150692435,0,0,0,0,0.0876460087314512,0,0,0,0,0,0,0,0.412349228031561,0,0.954147850775279,0,0
"LILRA6",0,0,0,0,0,0,0,0.113545853037283,0,0,0,0,0,0,0,0.331274262742781,0,1.09086786281932,0,0
"LIPG",0,0.285350483305811,0.274152895903948,0.334044936998914,0.361332829227274,0.358799998657201,0.409304786047509,0.214306040790686,1.08795483028062,0,0,0,0,0,0,0,0,0,0.341777773194254,0
"LOX",0,0.0794014038907218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07875735576427
"LPL",0,0,0,0,0,0,0.35714843845193,0,0,0.228642544918069,0,0,0,0.555786859906391,0,0.97430852866556,0,0,0,0
"LRMP",0.222191173861479,0.154537993296558,0.0930203618293145,0,0.268946395437741,0.460661876745108,0.476881281946961,0,0.756738346816512,0.580569954378124,0.851434990115875,0,0,0,0.678888740581505,0.424737010118849,0,0,0,0
"LRRC26",0,0.072938364888182,0.0603094446290312,0,0,0,0,0.122369919541751,0,0,0.728132783483921,0,0,0,0,0,0,0,0,0
"LRRC32",0,0,0,0,0.0776937111862415,0,0,0,0,0,0,0,1.0246438499327,0,0,0.421939533175664,0.289584674850724,0,0,1.15740770167011
"LUM",0,0.0921196379199215,0.0434058384985715,0,0,0.103014153408596,0,0,0,0,0,0,0,0,0,0,0,0,0,0.528769690913947
"LY6D",0.259735906659788,0.184568525518267,0.0824902402783962,0.398457642298578,0.180800527266534,1.15712847330378,0,0,0,0,0,0,0.715417769438917,0,0,0,0.316094827128847,0,0,0
"LY6H",0,0,0,0,0.0895821933649467,0,0,0,1.13026366250149,0,0,0,0,0,0,0,0,0,0,0
"LYZ",0.286141947192378,0.778834498224463,0.738334866829821,0.921792628640208,0.882487990387132,1.03579533999771,1.24000906102334,0.985837690126723,1.1123134405984,0.86077507115994,1.29772010871346,1.21358657378446,1.05085482574082,2.48745103692924,0.930162290100889,1.06722516937355,1.24168527601628,1.18216342572021,0.961363203056055,0.800108064258315
"MACROD2",0,0.221266497463607,0.292700603761329,0.852229884454668,0.452674790793641,0.483504857572859,0,0.451251140156004,0.339779163927355,0,0,0,0.465091864014007,0.357286473602179,0.360218551893469,0,0.316134575711594,0,0.341777773194254,0
"MAP1A",0,0,0,0,0,0,0.302549616930133,0,0,0,1.097351928399,0,0,0,0,0,0,0,0,0.919205812083892
"MCEMP1",0,0,0.0901502662449975,0,0,0,0,0,0,0,0,0,0.565252568089719,0.30227274776014,0,1.24920989048383,0.353544045348331,1.44323761678157,0,0
"MERTK",0,0,0.109087840305371,0,0.0855918380131297,0,0.907340479424475,0,0,0.854312946530606,0,0,0,0.694695721034886,0.388124912959001,0.399892560000422,0,0,0,0
"MFAP2",0,0.0712568941209507,0,0,0.0809174587369855,0.114628491817629,0,0.126375648614722,0,0,0,0,0.504329590523764,0,0,0,0,0,0,1.2520733328292
"MFAP4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407697096446941,0,0,0,0.908677210452424
"MGP",0,0.0915125939708153,0.0827278529816128,0,0.202489229945793,0.93067385206309,0,0,0,0,0,0,1.341543181243,0,0,0,0,0,0,1.22102275926655
"MGST3",0.464684297260927,1.03013679163295,1.00148476400412,0.975255262289796,1.06172055606708,0.987196529069852,0.697749671789769,1.05143269106433,1.02423825934018,1.01873783251372,0.472118968136533,0.702555021732231,0.952218691641011,1.07009738062296,0,0.950896295847235,0.726131050231488,0.478452534135358,0.341777773194254,1.07856625148753
"MIA",0,0.135781534474653,0.100438479838635,0.178823117502783,0,0.949349650260354,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLF1",0,0.264336541464744,0.216518896696352,0.757688395302796,0.26944761782424,0.442865553547013,0,0.377686278177868,0.582980144915488,0,0,0,0.623003486530114,0,0,0,0,0,0,0
"MMP1",0,0.83399888638439,0.879122217896196,1.03575221787617,0.927445786468847,0.212623964369068,0,0.349226284348692,0,0,0,0,0,0,0,0.574855860380195,0,0.518266580088342,0.690326941546128,1.34783219860005
"MMP12",0,0.0991092459810554,0.0613206908219813,0.790750117615146,0.0847144154643825,0.109319514140713,0,0.105677469259629,0,0.218309468484322,0,0,0,0,0,0,0,0,0,0
"MMP19",0,0,0,0,0,0,0,0,0,0.253806370778795,0,0,0,1.07810555395082,0,0.976117533646861,0,0.49018223070289,0,0.720451515684354
"MMP25",0,0.0892189287482377,0.0898428919967242,0,0.129512968660801,0.0584158424769682,0,0,0,0,0,0,0,0.382537768649589,0,0,0,1.31532115418639,0,0
"MMP9",0,0,0,0,0,0.0584158424769682,0,0,0,0,0,0,0,0.36241197006467,0,0.424737010118849,0,1.43399756269712,0,0
"MMRN2",0,0.0689343118921713,0,0,0,0.189810937391717,0.302549616930133,0,0,0,0,0,1.0626583552708,0,0,0,0,0,0,0
"MS4A2",0,0.0578132272466308,0,0,0.104650872259999,0,0.446039872132831,0.0787686448230037,0,0,0,0,0,0,0.725625461827388,0,0,0,0,0
"MS4A6A",0,0,0.0979733735589599,0,0.0916887710731998,0,1.09888699484612,0.110493666997194,0,1.05796074602082,1.21506754956857,0,0,1.11105192981802,0,0.942807566422831,0,1.30519722148393,0,0
"MS4A7",0,0.0971528562785153,0.061055783168905,0.115215790206482,0,0,1.06817108811726,0,0,0.944319377590716,0.573496481641112,0,0,1.17980049532304,0,1.23283549386767,0,0,0,0
"MUC16",0,0.0609071799689191,0,0.335375439414118,0,0.658253841575897,0,0.0950792178392432,0,0,0,0,0,0,0,0,0,0,0,0
"MUC5AC",0,0.865112001426502,0.254292442109201,0.474945155596667,0.423564409528949,0.877544055510139,0,0.244051277796923,0,0.269854412874743,0,0,0.710569629772506,0,0,0,0.346123382664648,0,0,0
"MUC5B",0.326762566564317,0.693278663483385,0.74083332072593,0.546196050673843,0.761148903990176,0.756760814903293,0.687256736483497,0.990530519228303,0.74863313106483,0,0,0,0.679758970896183,0.428406425363238,0.547460247138581,0.660964020126244,0.741870496196469,1.05901730751591,0.728033334427182,0
"MUC6",0,0.745347559396337,0.970754738589219,0.245419148718159,0.404065713211824,0.24314875914935,0,0.146508649204899,0.334031884364339,0.271009705074986,0,0,0,0,0,0,0,0,0,0
"MXRA5",0.478961241358653,0.172486959908905,0.120448125733496,0.900430775145561,0.204954157310269,0.8228382567433,0,0.310740879773341,0,0,0,0,0,0,0,0,0,0,0,1.22267549228241
"MXRA8",0,0,0,0,0.0860652665603683,0.10843544314369,0,0.224195958696601,0,0,0,0,0,0,0,0,0,0,0,1.39198539752159
"MYCT1",0,0,0,0,0,0,0,0,0,0,0,0,0.952102034124593,0,0,0,0,0,0,0
"NAGA",0,0.507796036641712,0.463002951750505,0.954971061837394,0.450765109223329,0.959563395432979,0.952903726445687,0.448257305698964,0,0.9553569215636,0.702585043299884,0,0.636992471446969,0.889609170672056,0.44320785642361,0.770922272091769,0.41549446414108,0.478452534135358,0,0.720451515684354
"NES",0,0,0,0,0,0,0,0,0,0,0,0,0.97104619393567,0,0,0,0,0,0,0.523820702460173
"NEUROD1",0,0,0,0,0,0.120015162126087,0,0,0,0,0,1.04498541741886,0,0,0,0,0,0,0,0
"NGFR",0,0,0,0,0,0.122118469736483,0,0,0.799655268055651,0,0,0,0,0,0,0,0,0,0,1.0067646587971
"NKX2-2",0,0.0757006898763892,0,0,0,0,0,0,0,0,0,0.923891927209841,0,0,0,0,0,0,0,0
"NME8",0,0,0,0,0,0,0,0,0,0,0.651466401994349,0,0,0.231489165145855,0,0,0,0.593324008193182,0,0
"NOSTRIN",0,0.767818952364368,0.971118434957292,0.47090319083551,0.82433012966925,0.29912094123492,0,0.566052689919851,0,0,0,0,0.838607089719563,0,0,0,0,0,0,0
"NOVA2",0,0,0,0,0,0,0,0,0,0,0,0,0.8654090221009,0,0,0,0,0,0,0
"NPM1",0.934498026511377,0.97753140153572,0.973756281018126,1.0304827922135,0.941048940870067,1.02795975898091,0.999042798797423,0.981535616170072,0.94769597337578,1.08131995720073,1.38193536899357,0.702555021732231,1.08438346632257,0.992459674414779,1.03044595374961,1.00833427344373,1.3945306789036,0.51447329036541,0.517004234195963,0.976492214495144
"NQO1",0,1.03033026505432,0.940917480640204,0.992555738855285,1.06407683496771,1.01011782349013,0,1.00532186801579,1.11794804880084,0.447735382493403,0,0,0.587686960437123,0.27774880609744,0.329821222665388,0,0.316134575711594,0,0.341777773194254,0
"NRGN",0,0.251968277839425,0.124868331795768,0,0.107331192624149,0,0.302549616930133,0.0868520264452537,1.13842226458665,0,0,0,0.69684647035405,0,0,0.618017610355996,0,0.825225297237263,0,0
"NRTN",0,0,0,0.10682050668927,0.123725586381214,0.103887001607264,0,0,0.994118960296086,0,0,0.702555021732231,0,0,0,0,0,0,0,0
"NTM",0,0.0648800575881726,0.0527455217124937,0,0.0853051845211116,0,0,0.100189946850641,1.15480252124688,0,0,0,0,0,0,0,0,0,0,1.05189517104099
"NYAP2",0,0,0,0,0,0,0,0,0,0,0,0.702555021732231,0,0,0,0,0,0,0,0
"OLFM4",0.701620720351387,0.943519899926966,1.01645564816034,0.813328082208904,1.03363057419974,0.522469340737414,0,0.7724533297759,0,0,0,0.702555021732231,0.465091864014007,0.306347021896469,0.548040519382994,0.66725230094156,0.345829470173594,0.680292870816586,0,0
"OLIG1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608182475366889,0,0,0,0
"OR11G2",0.897889671244429,0.153818708154979,0.188841730148913,0.178412949094798,0.15715036599554,0.146120045152367,0,0.15341104624289,0,0,0,0,0,0.382537768649589,0,0,0,0,0,0
"P2RY13",0,0.0550989028238485,0.0618792886627793,0.0988994048544104,0,0,0.83962833602116,0,0,0.503903221566483,0.483975943916677,0,0,0,0,0,0,0.683103787411857,0,0
"P2RY6",0,0,0,0,0,0.203880259637338,0.302549616930133,0,0,0.387533347093005,0.868143709154713,0,0.532344514247655,0.381375315965606,0,0,0,0,0,0
"P4HA3",1.00439873444569,0.195103856072823,0.188665780571901,0.169860917944889,0.14553718867028,0.17150664735337,0,0.196239448436778,0.463171797765455,0,0,0,0,0,0,0,0,0,0,0
"PADI1",0,0.115226860652898,0,0.676196878988156,0,0.576485424414614,0,0.105677469259629,0,0.272415789108408,0,0,0,0,0,0,0,0,0,0
"PALD1",0,0,0,0,0,0,0.46128228847861,0,0,0.782642495211036,0.563123893662536,0,0,0.381375315965606,0,0,0,0,0,0
"PALMD",0,0,0.0507596851700877,0,0,0.112845042555068,0,0,0,0,0,0,1.03607469096041,0,0,0,0,0,0,0
"PAPPA",0,0.0795621497668043,0.113273947318013,0,0.107239527193325,0.130401083379089,0,0.095639696874919,0.299740906154724,0,0,0,0,0,0,0,0,0,0,1.26454933322952
"PARVG",0,0,0.0688653721429829,0,0,0,0.875609453651844,0,0,0.728955297791828,0,0,0,0.605839433219443,0.635670044088998,0.845885155281814,0.49138240026789,0.702921847213827,0,0
"PCDH7",0,0.312545467102566,0.163041057416069,0.485900574215136,0.240843465588429,0.9534367774674,0.302549616930133,0.232826722801338,0,0.207313211929572,0,0,0.565252568089719,0,0,0,0,0,0,0.77595252313216
"PCK1",0,0.403930304081392,0.844171415373595,0,0.677642857425493,0,0.302549616930133,0.305578490481421,0.339779163927355,0,0,0,0,0,0,0,0,0,0,0
"PCP4",0,0.0636397300628023,0.0571857405535806,0,0.0986776543635991,0,0,0,1.15775053804459,0,0,0.846305171372108,0,0,0,0,0,0,0,0
"PCSK1",0,0,0.0544721172470615,0,0,0,0,0,0,0,0,0.98343581873151,0,0,0,0,0,0,0,0
"PCSK9",0,0.120826380326807,0.0634525711814097,0.60070080108555,0,0.250316672951803,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PDIA2",1.01602913218885,0,0.0717884734008667,0.133638208232585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PDLIM1",0.326762566564317,1.00621583677761,1.00205998935696,0.972483613458893,1.04069807094704,0.996921385013734,0.733497471128567,1.06347654757412,1.0829940651143,0,0,0.846305171372108,1.34784470488993,0.36241197006467,0,0.725282910508661,0.464682713728443,0,0,0
"PDPN",0,0,0,0,0,0,0,0,0,0.421071905316611,0,0,0.669001105886456,0.484928168574111,0,0,0,0,0,1.15740770167011
"PFKFB3",0,0.99200161220489,1.01753869867739,0.684407010931846,1.06103043937711,0.319508731616686,0.912065702394302,1.06909396415764,0.690193164307984,1.11326962023872,1.19457146234466,0,0.535550184036861,1.1214453843431,0.776914177955519,1.18213813432525,1.04692703861011,1.33858842175766,0,1.02417499636406
"PGK1",0.390062119121879,1.03092853094756,1.01739362403905,1.0366021313464,1.06071801488542,1.03091366864308,1.01130819560176,0.915066406803654,1.14068208915859,1.12139262577465,1.20986916574167,0,1.24897788716874,1.15650345877812,0.987604592110685,1.22443204119055,1.40401186552326,1.37780738347322,0.341777773194254,1.11088327967561
"PGLYRP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.849066443524761,0,0
"PI16",0,0,0.0788833926790038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29213022021886
"PIGR",0,0.925643176659367,0.69733747036873,0.556211861672431,0.894094510815051,0.327925451131023,0.431650925509066,1.01894951304056,1.06542039995215,0,0.416388193268335,0,0,0.354953423736444,0,0,0.763533005633199,0,0,0
"PIK3CG",0.222191173861479,0.284827811649814,0.20672087242212,0.268944694005495,0.210734181403141,0.231134261193308,0.569824894326684,0.240083498457847,1.16092600847511,0.563262093700483,0.637675381489232,0,0.428219688276059,0,0.573128133074482,0.728740913624097,0.630824172387542,0.86247117099105,0,0
"PIM2",0,0.184751762011769,0.189642406457139,0.306662279754751,0.1753968800007,0,0,0.174160784340183,0.566252975862437,0.40788957876212,1.30301047419132,0,0,0,0.848975162838507,0,0.860552336393134,0.528262458695198,0,0
"PITX1",0,0.568415440975246,0.350376384243202,1.00947445084707,0.425230878494428,0.969159992979905,0,0.494374626814511,0.418194831556075,0,0,0,0,0,0,0,0,0,0,0
"PLA2G1B",1.10359965748253,0.140293150056915,0.118822368911937,0.154069952025968,0.110465820480748,0.143145770476231,0,0.0862552412927586,0,0,0,0,0,0,0,0,0,0,0,0
"PLA2G7",0,0,0.047835994350138,0,0,0,0,0,0,0.48336924076739,0,0,0,1.12475506298437,0,1.00699184421836,0,0,0,0
"PLAC8",0,0.344970589964161,0.126809189452504,0.853124853755138,0.154707363588434,0.739973150255237,0.942613075080927,0.237654569361991,0.25372291092102,0.666918780992591,1.25541450322782,0,0,0.382537768649589,0,0.918928590240059,0.35086293597237,0,0,0
"PLG",0.166741332803949,0.0847273134921475,0.0784850961387109,0,0.0954963806570451,0,0,0.066007686687322,1.1604584686302,0,0,0,0,0,0,0,0,0,0,0
"PLXNA1",0,0.286691852649036,0.243299924552359,0.472125556677767,0.300111797277035,0.935643654747788,0,0.270172954926395,0.472252559361894,0.528012615944447,0,0,0.565252568089719,0.606505327170032,0.503874860868797,0,0.327792013923596,0,0,0
"PNLIP",0.954087940533954,0.162590527720969,0.151714838429791,0,0.132326665172058,0.0979630880956399,0,0.191936641042165,0,0.236245143763683,0.508709597826132,0,0,0.382537768649589,0,0,0,0,0,0
"PNLIPRP1",0.96151799333363,0,0,0,0.140775494170011,0.124594454568862,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POLR2H",0.259735906659788,0.483916643611024,0.527624869406942,0.924809754257444,0.435381338020583,0.727115640505786,0.414782458671726,0.478023046243534,0.471062511007372,0.469548709876161,0.416388193268335,0,0.550948646301013,0,0.5602143827308,0,0.66698934699054,0,0,0
"PPP1R1B",0,0.416143481737506,0.991536035374602,0.156413537360467,0.358506329691595,0,0,0.105445241001488,1.1304520532338,0,0,0,0,0,0.360218551893469,0,0,0,0,0
"PPY",0.427286028312133,0,0.0829817195269386,0.153071305716165,0,0,0,0.0902667304895051,0,0,0,4.46058731206706,0,0,0,0,0,0,0,0
"PRF1",0,0.0830841944976274,0.0828795830460556,0.127999433982288,0,0,0,0,0,0.207313211929572,0.429327145676563,0,0,0,0,0,1.39671327511015,0,0,0
"PRG4",0,0,0,0,0,0,0,0,0,0,0,1.1372681817964,0,0,0,0,0,0,0,1.1172654228244
"PROK2",0,0,0.0750816796552999,0,0,0,0,0,0,0,0,0,0,0,0,0.527843022407862,0,1.44979935265834,0,0
"PRRT1",0,0.127999125991881,0.126758004162007,0.0898767964076986,0.213265859181096,0.199954836094277,0,0.166899894862826,0,0,0.50914309711586,0,0,0,0,0,0,0,0.831805226587478,0
"PRSS1",0.354196491084765,0.430397916996705,0.419052081854121,0.465801259833264,0.412071529182492,0.207231702812243,0.35714843845193,0.387711562488166,0.442415790860033,0,0.483975943916677,0,0,0,0,0,0,0,0,0
"PRSS2",0.36193821375984,0.4136420197759,0.364704179170996,0.526412481960953,0.330427116114921,0.221402477128244,0.35714843845193,0.309537642243178,0,0,0,0,0.452008647248068,0,0,0,0,0,0,0
"PSMD2",0.259735906659788,0.776718369016013,0.694927122017574,1.0081242155333,0.718777848671484,0.936460716050185,0.944847384471214,0.523159071120923,0.550390548880935,0.722657726948838,0,0.702555021732231,0.448637473123151,0.541458134472133,0.43625119728735,0.402258644886649,0.499479784909121,0.843845666679588,0.415816151082969,1.18017511671923
"PTCRA",0,0,0,0,0,0,0,0,0,0,0.74296895763195,0,0,0,0,0,0,0,0,0
"PTF1A",0.478862502318828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PTGS2",0,0.200344530275891,0.17960116008417,0.996277236735385,0.164177714782771,1.0455872749052,0,0.162133732790965,0,0.538865389898421,0,0,0.524817481352295,0.924603434685065,1.00318887941909,0.938277052445097,0,1.49065196621857,0,0
"PTPRN",0,0,0,0,0,0,0,0,0,0,0,1.20410530006638,0,0,0,0,0,0,0,0.896574182368499
"PTPRO",0,0,0,0,0,0,0.720979880055,0,0,0.47960990802393,0,0,0,0.403792124712261,0,0,0,0,0,0
"PTPRR",0,0.168326374146019,0.214813429018475,0.685252707664635,0.212462245420277,0.130790798371815,0,0.316887821661422,0,0,0,0,0,0,0.410211925488834,0,0,0,0,0
"PTPRT",0,0.0811747222626253,0,0,0.0797679988039229,0,0,0.0996582124404316,1.03072113333595,0,0,0,0,0,0,0,0,0,0,0
"RAMP2",0,0,0,0,0.0939899633826062,0,0,0,0,0,0.571617931543734,0,1.33727963143728,0,0,0,0,0,0,0
"RAMP3",0,0,0,0,0.109145778878373,0,0,0,0,0,0,0,1.23009835653617,0,0,0,0,0,0,0
"RARRES1",0,0.775405086796774,0.74361024764407,0.57061677683192,1.0052121073398,0.324373396088453,0,0.783770622906602,0.456512359538189,0,0,0,0,0,0,0,0,0,0,1.0413349613159
"RASSF4",0,0.106177161306784,0.131212108227661,0,0,0.321419366561971,0.951562208160215,0.187627007226084,0,0.960827895989107,0,0,0,0.765675661730978,0,0.576475985253934,0,0,0,0
"RBPJL",0.577605788511137,0,0.0517407527426836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RD3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.581277922212805,0,0,0,0,0
"REG3G",1.11491304227127,0,0.759881419204882,0,0.126032053221348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RETN",0,0,0,0,0,0,0,0,0,0,0,0,0,0.30227274776014,0,1.02843728257109,0,0.452673129659977,0,0
"RFLNA",0,0,0.0606069514245013,0.637829483547898,0,0.277384049125485,0,0,0.343720620758843,0,0,0,0,0,0,0,0,0,0,0
"RGL4",0,0.0832117675299812,0,0,0.090235997609556,0,0,0.184201155289453,0,0,0,0,0,0,0,0,0.569501692500285,1.11284567704412,0,0
"RGS11",0,0.0611197792534777,0.049787448890808,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35086293597237,0,0,0
"RGS13",0,0.0615680381262457,0.0813419631742636,0,0.0830399131237861,0,0,0.142235064475838,1.06965109411275,0,0,0,0,0.379426690500876,1.02031104008319,0.489703178017626,0,0,0,0
"RGS14",0,0.427444946622626,0.475569970856451,0.377214986211579,0.529309520431718,0.482457727363112,0.599876278358756,0.36970365573489,0.471633458734423,0,0.472118968136533,0,0,0.356030679137173,0,0,0.43548366024983,0.733376648258082,0,0
"RHOBTB3",0.652668819079995,0.181837644805529,0.143833181736844,0.377382646312881,0.181688241669574,0.903466879800545,0.654624939375983,0.172695031961005,0,0.539010305886559,0,0.898499469863372,0,0.566739444903048,0.944717497508996,0,0,0,0,1.18975831719074
"RHOJ",0,0,0.0760030184088137,0,0,0,0,0,0,0,0,0,1.06908387249026,0,0,0,0,0,0,0
"RIIAD1",0,0,0,0,0,0,0,0,0,0,0,0.702555021732231,0,0,0,0,0,0,0,0
"RNF182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.652312683081442,0
